spine_no,cover_img,title,url,director,country,year
726,https://s3.amazonaws.com/criterion-production/films/cb6e050b19cc766adeaa1a780617de0b/OI42u7RUSZxrs36D0uEjtkX4m6djx3_thumbnail.jpg,Macbeth,https://www.criterion.com/films/28020-macbeth,Roman Polanski,United Kingdom,1971
,https://s3.amazonaws.com/criterion-production/films/497421f03b60425dc1a92c36bf2d4bd3/095hbBWPP76KD17vNZHNkqGK040FHd_thumbnail.jpg,Madadayo,https://www.criterion.com/films/9883-madadayo,Akira Kurosawa,Japan,1993
481,https://s3.amazonaws.com/criterion-production/films/efd916dcd675095973e44745477f9b21/xUcTSIdAupkO5KPIrrvCkfJpbLO4jP_thumbnail.jpg,Made in U.S.A,https://www.criterion.com/films/2109-made-in-u-s-a,Jean-Luc Godard,France,1966
,https://s3.amazonaws.com/criterion-production/films/bd2452146ea73af63f76a550204841f9/4yJd8DqIYDNQ5jaoJpFxnPPkbFjdAG_thumbnail.jpg,Madonna of the Seven Moons,https://www.criterion.com/films/28019-madonna-of-the-seven-moons,Arthur Crabtree,United Kingdom,1945
424,https://s3.amazonaws.com/criterion-production/films/2ec7132b8f11e92f696e16127e8d48c6/o34ALiarwLjqvYHi9I181gYcKgNoj7_thumbnail.jpg,Mafioso,https://www.criterion.com/films/527-mafioso,Alberto Lattuada,Italy,1962
71,https://s3.amazonaws.com/criterion-production/films/24f4d136b6d9b461116c2adc67ba695f/crh2jXaHD2BPVeUoR0IBQpPdeaOeYL_thumbnail.jpg,The Magic Flute,https://www.criterion.com/films/613-the-magic-flute,Ingmar Bergman,Sweden,1975
537,https://s3.amazonaws.com/criterion-production/films/727f4c05f133f7593907dea12c0263c8/pwXirphyQTlMatY7iBtZ9Mb0svCuzs_thumbnail.jpg,The Magician,https://www.criterion.com/films/27521-the-magician,Ingmar Bergman,Sweden,1958
952,https://s3.amazonaws.com/criterion-production/films/508da13d74af7209190380bec79002ab/KzkULFHCmg1KGSgM6OAm6LQUONSDWJ_thumbnail.jpg,The Magnificent Ambersons,https://www.criterion.com/films/28711-the-magnificent-ambersons,Orson Welles,United States,1942
457,https://s3.amazonaws.com/criterion-production/films/e033d65a68d10236f332c06ce3725b59/5Pvpc7nsRpgo8lu3IQVlAeheME1g9w_thumbnail.jpg,Magnificent Obsession,https://www.criterion.com/films/973-magnificent-obsession,Douglas Sirk,United States,1954
,https://s3.amazonaws.com/criterion-production/films/c69e0a3d8f080846aecb3fab94af1760/87KoyhtPxZFa2tAUsdjGYWdGFkV0Uq_thumbnail.jpg,Maidstone,https://www.criterion.com/films/28069-maidstone,Norman Mailer,United States,1970
223,https://s3.amazonaws.com/criterion-production/films/727de42f19292ca17343c7eee0fe58e2/m3EN7eoz9eQ0yiJ4vnyNElkQKED4Ge_thumbnail.jpg,Maîtresse,https://www.criterion.com/films/554-ma-tresse,Barbet Schroeder,France,1976
,https://s3.amazonaws.com/criterion-production/films/6576db9bc57d38b7e601375a0b60e4c4/hfstCVe8X1X1RCAeulg8mgkUH9841O_thumbnail.jpg,Major Barbara,https://www.criterion.com/films/9904-major-barbara,Gabriel Pascal,United Kingdom,1941
505,https://s3.amazonaws.com/criterion-production/films/b6caacf8d0c80a83a5bc33e6832a3694/OMYy2tGEWTMmuQ7JR57fs1M7ydLQoS_thumbnail.jpg,Make Way for Tomorrow,https://www.criterion.com/films/2350-make-way-for-tomorrow,Leo McCarey,United States,1937
264,https://s3.amazonaws.com/criterion-production/films/4ea39729556e3ac327bf37f0ef1535dc/Y2q8p7MOboTiHSEPDSjiaBSQ63RB4X_thumbnail.jpg,The Making of Fanny and Alexander,https://www.criterion.com/films/627-the-making-of-fanny-and-alexander,Ingmar Bergman,Sweden,1982
567,https://s3.amazonaws.com/criterion-production/films/b37edc4b5c091dd4f2d4316d2f3801ee/BBVdxJnJ73hCcnGEiFOJWBJzg1qEKQ_thumbnail.jpg,The Makioka Sisters,https://www.criterion.com/films/27619-the-makioka-sisters,Kon Ichikawa,Japan,1983
407,https://s3.amazonaws.com/criterion-production/films/f02f7508220639e063310b7ce6cdeb17/SJB8Gpe59wXrp6mPEg2abzw31HI6jk_thumbnail.jpg,Mala Noche,https://www.criterion.com/films/253-mala-noche,Gus Van Sant,United States,1985
236,https://s3.amazonaws.com/criterion-production/films/ee8a1a60af6f29665de6356f7feb9e3a/FFe8SUEMJEMlJw100DkEOXVejyDsha_thumbnail.jpg,Mamma Roma,https://www.criterion.com/films/375-mamma-roma,Pier Paolo Pasolini,Italy,1962
165,https://s3.amazonaws.com/criterion-production/films/6727067d1f4e46a650902bc011e19592/tIr6988MSCKOQmR6KedSRIzbetNOjp_thumbnail.jpg,Man Bites Dog,https://www.criterion.com/films/718-man-bites-dog,Rémy Belvaux…,Belgium,1992
803,https://s3.amazonaws.com/criterion-production/films/64093139506eeea73f973aee07e3f9ec/ZTvHQrwEUsJIjlvtHztiZ6g0UCH85m_thumbnail.jpg,The Manchurian Candidate,https://www.criterion.com/films/28784-the-manchurian-candidate,John Frankenheimer,United States,1962
1065,https://s3.amazonaws.com/criterion-production/films/791ded58bb64d4af6399605df4ad5e22/TWQbUB0v91rAzFMzoM0Pwu0hsKl9C1_thumbnail.jpg,Mandabi,https://www.criterion.com/films/29067-mandabi,Ousmane Sembène,Senegal,1968
650,https://s3.amazonaws.com/criterion-production/films/a40ed687d5140180d4800050b1822fbf/WYZyuQWtipLuvNo5zcMjy9vFp9Bpze_thumbnail.jpg,A Man Escaped,https://www.criterion.com/films/27848-a-man-escaped,Robert Bresson,France,1956
926,https://s3.amazonaws.com/criterion-production/films/194827b27de9e6f270c3f62a940755a4/mZ78UUAcVc0c4hTbCJQeFC4V1vvVd1_thumbnail.jpg,Manila in the Claws of Light,https://www.criterion.com/films/29221-manila-in-the-claws-of-light,Lino Brocka,Philippines,1975
,https://s3.amazonaws.com/criterion-production/films/b13056ccb124d15b8d7516bac7576c8e/VduGrRfHEEl6sOgrkY5looQFWyjKvX_thumbnail.jpg,The Man in Grey,https://www.criterion.com/films/28018-the-man-in-grey,Leslie Arliss,United Kingdom,1943
,https://s3.amazonaws.com/criterion-production/films/31ec952d32145bfe242a4c1b187021fa/bNa4o4AivhUBPdacbpJN6IKxha7994_thumbnail.jpg,Man Is Not a Bird,https://www.criterion.com/films/3984-man-is-not-a-bird,Dušan Makavejev,Yugoslavia,1965
1066,https://s3.amazonaws.com/criterion-production/films/548333dc1a9a8903a71f01408c44b7eb/y1FmWCiqsL4KHL8sSrADDmotTJMyaQ_thumbnail.jpg,Man Push Cart,https://www.criterion.com/films/30367-man-push-cart,Ramin Bahrani,United States,2005
304,https://s3.amazonaws.com/criterion-production/films/3efe70d9dba29843d49954161453e578/vHs5Kke4jcyOGFVkRE3LVBDpQ6ZIVD_thumbnail.jpg,The Man Who Fell to Earth,https://www.criterion.com/films/755-the-man-who-fell-to-earth,Nicolas Roeg,United States,1976
643,https://s3.amazonaws.com/criterion-production/films/173775b5891198c7753e9dcdfd780e56/S4kZvmiDUAT67on6ydyegGR3dw7H78_thumbnail.jpg,The Man Who Knew Too Much,https://www.criterion.com/films/27999-the-man-who-knew-too-much,Alfred Hitchcock,United Kingdom,1934
,https://s3.amazonaws.com/criterion-production/films/a61bf7df3267a8394798540b0e6a6243/xThd7HAKnTfFlGkcDzVIv63rhI8uQY_thumbnail.jpg,Le mariage de Chiffon,https://www.criterion.com/films/27976-le-mariage-de-chiffon,Claude Autant-Lara,France,1942
882,https://s3.amazonaws.com/criterion-production/films/0a23a551aebf07fcf997dd0fc7201868/gK5Z0zfUDusxIBnAScefOq7kY5Pw6q_thumbnail.jpg,Marius,https://www.criterion.com/films/28857-marius,Alexander Korda,France,1931
661,https://s3.amazonaws.com/criterion-production/films/98a978f6bef534712f668212a2a2427c/siz1rk8Ivd4r95tysvYTxlmGmZAfz8_thumbnail.jpg,Marketa Lazarová,https://www.criterion.com/films/27876-marketa-lazarov,František Vláčil,Czechoslovakia,1967
204,https://s3.amazonaws.com/criterion-production/films/e311332e819ce74aa50e4f9478640c5a/XsG0lbHPxqjuVl8tZubZfqCvpopBuf_thumbnail.jpg,The Marriage of Maria Braun,https://www.criterion.com/films/592-the-marriage-of-maria-braun,Rainer Werner Fassbinder,West Germany,1979
1038,https://s3.amazonaws.com/criterion-production/films/cd2f07130fc2ca641df29523f1a46a4d/dgHJrppxYc2TmMF6kaz1Io8gP73LjP_thumbnail.jpg,Marriage Story,https://www.criterion.com/films/30554-marriage-story,Noah Baumbach,United States,2019
,https://s3.amazonaws.com/criterion-production/films/996dd5b11fc9015784b66c9ff1a06347/kCNIRqcS9I38qKdfiZtBR21yF6BNqx_thumbnail.jpg,A Married Couple,https://www.criterion.com/films/27515-a-married-couple,Allan King,Canada,1969
881,https://s3.amazonaws.com/criterion-production/product_images/1766-0926bfc8985e1333759badc8421feb20/CcaaWhABn32RGpmaY0QfWfQzx5pNgV_small.jpg,The Marseille Trilogy,https://www.criterion.com/boxsets/1264-the-marseille-trilogy,,,
406,https://s3.amazonaws.com/criterion-production/films/85fde6e10c9b088d8feed4809ede6995/ZXZHb9g0k9jNqHuCOOFh00ggApkwZq_thumbnail.jpg,Martha Graham: Dance on Film,https://www.criterion.com/films/835-martha-graham-dance-on-film,Nathan Kroll,United States,1959
684,https://s3.amazonaws.com/criterion-production/product_images/1976-ece4132f4abef8c4e7beb0a0edffc9a8/y26UyQwNxt4FguJSgQIZWpCNlLsjHJ_small.jpg,Martin Scorsese’s World Cinema Project,https://www.criterion.com/boxsets/1021-martin-scorsese-s-world-cinema-project,,,
873,https://s3.amazonaws.com/criterion-production/product_images/1767-0744687c884e8c056982d471b122dce3/cgKxO604g3phzPqpONSN5STBrfnV6y_small.jpg,Martin Scorsese’s World Cinema Project No. 2,https://www.criterion.com/boxsets/1258-martin-scorsese-s-world-cinema-project-no-2,,,
308,https://s3.amazonaws.com/criterion-production/films/956cb3d5725abeeff09544e381c0e319/wvoIwSwakZ94vbcqMIq6kaU4KTDRDj_thumbnail.jpg,Masculin féminin,https://www.criterion.com/films/508-masculin-f-minin,Jean-Luc Godard,France,1966
,https://s3.amazonaws.com/criterion-production/films/c02c4aa609824030e40216497743497f/dhf3ReLOhyiAk1XzOwejbjQYO9yibb_thumbnail.jpg,The Masseurs and a Woman,https://www.criterion.com/films/1088-the-masseurs-and-a-woman,Hiroshi Shimizu,Japan,1938
762,https://s3.amazonaws.com/criterion-production/films/4d12d0b6523c10060860b2695f32672f/KmC0p8LFp4dAfgyLalLkQRoZgakcY3_thumbnail.jpg,A Master Builder,https://www.criterion.com/films/28646-a-master-builder,Jonathan Demme,United States,2014
706,https://s3.amazonaws.com/criterion-production/films/55bfdb7f62206db7e4500dcdb850d17c/NxmCfGvMqbizxJmkBDsYwkUfjgJAV7_thumbnail.jpg,Master of the House,https://www.criterion.com/films/27804-master-of-the-house,Carl Th. Dreyer,Denmark,1925
,https://s3.amazonaws.com/criterion-production/films/fdfbd230ca10df2fde7939762a75725c/hpudPXhRIeQlGJOhIPkDieYc1hfELO_thumbnail.jpg,The Match Factory Girl,https://www.criterion.com/films/961-the-match-factory-girl,Aki Kaurismäki,Finland,1990
999,https://s3.amazonaws.com/criterion-production/films/cbcfd13607da02c008bac763443a428e/A5FgzMYh7cEOvsCZ4XHBqvwnOlaUWL_thumbnail.jpg,Matewan,https://www.criterion.com/films/29461-matewan,John Sayles,United States,1987
939,https://s3.amazonaws.com/criterion-production/films/69bacb52c7796d3fc2e37c7e1e2ddd6b/NGlO5lUTrsZN3usOFgwxTBaFHTOtGq_thumbnail.jpg,A Matter of Life and Death,https://www.criterion.com/films/28833-a-matter-of-life-and-death,Michael Powell and Emeric Pressburger,United Kingdom,1946
,https://s3.amazonaws.com/criterion-production/films/babb52f89b5488d00cb76a924d7e06eb/XPxkbzNVy36iDfcGUxaqpxFC6LJ0tI_thumbnail.jpg,Mayerling,https://www.criterion.com/films/3562-mayerling,Anatole Litvak,France,1936
827,https://s3.amazonaws.com/criterion-production/films/9676ccbf8da26b964e0339ec979c1815/krYPZfP7VVBB2wRzYqXJaw2tJtzPR4_thumbnail.jpg,McCabe & Mrs. Miller,https://www.criterion.com/films/28712-mccabe-mrs-miller,Robert Altman,United States,1971
1026,https://s3.amazonaws.com/criterion-production/films/433136d75ef46cccd37a4bef02982ff0/RosnfpzufFCkgi4EcWSnvr8QRNyoPn_thumbnail.jpg,Me and You and Everyone We Know,https://www.criterion.com/films/29112-me-and-you-and-everyone-we-know,Miranda July,United States,2005
890,https://s3.amazonaws.com/criterion-production/films/6c6bfbed7167e5951b922334bd8b4711/0c2Z1MYRYKs2VIlEZHrgHxQtyoHgXj_thumbnail.jpg,Meantime,https://www.criterion.com/films/28805-meantime,Mike Leigh,United Kingdom,1984
658,https://s3.amazonaws.com/criterion-production/films/b8d150ed20e90cb009b9cd92f6b838a2/OkOUDcVNqdlmsGnZOh3S4rYkZfKhfF_thumbnail.jpg,Medium Cool,https://www.criterion.com/films/28426-medium-cool,Haskell Wexler,United States,1969
1073,https://s3.amazonaws.com/criterion-production/films/670538fbd3aecb53694174859078970b/9TF7mC8JIa3R4aydFgNW5pcNpwv1wz_thumbnail.jpg,Memories of Murder,https://www.criterion.com/films/31458-memories-of-murder,Bong Joon Ho,South Korea,2003
943,https://s3.amazonaws.com/criterion-production/films/ab7f9848b3ca887189e1062a54bc1cf8/KsP2XYjmdLyOg5TnhB6uZpsw2DhU95_thumbnail.jpg,Memories of Underdevelopment,https://www.criterion.com/films/29220-memories-of-underdevelopment,Tomás Gutiérrez Alea,Cuba,1968
,https://s3.amazonaws.com/criterion-production/films/5d189e4dea37f568fdabc417d7fe4bba/pj2hj4tywTBwr073q9VTslJf40MHNn_thumbnail.jpg,"Memory for Max, Claire, Ida and Company",https://www.criterion.com/films/27518-memory-for-max-claire-ida-and-company,Allan King,Canada,2005
1105,https://s3.amazonaws.com/criterion-production/films/75010780ef0a9ccbdad848daa6019c69/xwHKNInOOeEk23oh2D3AWtoc9nMZRb_thumbnail.jpg,Menace II Society,https://www.criterion.com/films/31502-menace-ii-society,Albert Hughes and Allen Hughes,United States,1993
,https://s3.amazonaws.com/criterion-production/films/a566ad3ebd078fab9a7d5e9f38626175/IgwwjTBIA6xgGaE0g7KLJ1duHOzP47_thumbnail.jpg,The Men Who Tread on the Tiger’s Tail,https://www.criterion.com/films/18763-the-men-who-tread-on-the-tiger-s-tail,Akira Kurosawa,Japan,1945
758,https://s3.amazonaws.com/criterion-production/films/4345be062217f5128a742868d437e3b0/1a6ixmqVTV7IW4Sor60w8cVcYMxbgx_thumbnail.jpg,The Merchant of Four Seasons,https://www.criterion.com/films/27960-the-merchant-of-four-seasons,Rainer Werner Fassbinder,Germany,1971
1076,https://s3.amazonaws.com/criterion-production/films/72a4994bb1c3a1d473ff8cf31b6edbdc/1p5Ii9K4vy4JZETqwebTMS25ukr506_thumbnail.jpg,Merrily We Go to Hell,https://www.criterion.com/films/30456-merrily-we-go-to-hell,Dorothy Arzner,United States,1932
535,https://s3.amazonaws.com/criterion-production/films/c001b5fea06b5d20070d9460186f5fcc/E87js9pkGDYnXsgoQypgYqyAvKy1j4_thumbnail.jpg,Merry Christmas Mr. Lawrence,https://www.criterion.com/films/27512-merry-christmas-mr-lawrence,Nagisa Oshima,United Kingdom,1983
326,https://s3.amazonaws.com/criterion-production/films/a4030fd0d405faa565150a8bd8614425/MMVDGYzCcqxhnhCe4gPzo36yLJp9aq_thumbnail.jpg,Metropolitan,https://www.criterion.com/films/774-metropolitan,Whit Stillman,United States,1990
925,https://s3.amazonaws.com/criterion-production/films/85ebb0e5781f605179432d071eb3b340/Ayry8QwcAWWRZhyaMkSpzG3TSZ9JoJ_thumbnail.jpg,Midnight Cowboy,https://www.criterion.com/films/29369-midnight-cowboy,John Schlesinger,United States,1969
559,https://s3.amazonaws.com/criterion-production/films/e3c058a69006d26b6df4008dcbc87616/m2TegG4mLAOkV3oQmmKYYZxQmuFF8b_thumbnail.jpg,The Mikado,https://www.criterion.com/films/27551-the-mikado,Victor Schertzinger,United Kingdom,1939
957,https://s3.amazonaws.com/criterion-production/films/75bd4ba4aa9a9d8513db2681a8dae91c/YdcUA8pNAJMrE2ohla7lNNYktgjcug_thumbnail.jpg,Mikey and Nicky,https://www.criterion.com/films/27895-mikey-and-nicky,Elaine May,United States,1976
860,https://s3.amazonaws.com/criterion-production/films/92fe059f5008090433c98d5c2a743c03/kKv4Q7rP0MAkK33MQIydi5xjcCUKpT_thumbnail.jpg,Mildred Pierce,https://www.criterion.com/films/29025-mildred-pierce,Michael Curtiz,United States,1945
402,https://s3.amazonaws.com/criterion-production/films/02da6d0b2fd1e950fd9957183fdc7e4c/ej69g5q5pHy14hEGuprhPOTERaAEuI_thumbnail.jpg,The Milky Way,https://www.criterion.com/films/832-the-milky-way,Luis Buñuel,France,1969
1112,https://s3.amazonaws.com/criterion-production/films/903b8aad0357703566863b7452ea88ae/ywmdW8j68FUjjFo0c9214xL9cxnQb2_thumbnail.jpg,Miller’s Crossing,https://www.criterion.com/films/29604-miller-s-crossing,Joel Coen,United States,1990
72,https://s3.amazonaws.com/criterion-production/films/5f4fc2e5d3ebab58daaae1dc5d73a1ac/N7iNQnZu33LYmihkfPYU9o0Un9XM6k_thumbnail.jpg,Le million,https://www.criterion.com/films/614-le-million,René Clair,France,1931
1061,https://s3.amazonaws.com/criterion-production/films/ae35595d33e11e2c7c1009d865635cfa/6M5V8AX281t3tnvWTMI3J6hG0Fa33Z_thumbnail.jpg,Minding the Gap,https://www.criterion.com/films/30515-minding-the-gap,Bing Liu,United States,2018
649,https://s3.amazonaws.com/criterion-production/films/1a5c01f75aef9b18d08f9ccbf5561972/zVKSQvVRaxcsqWeU0EVzXYRkFFxWSp_thumbnail.jpg,Ministry of Fear,https://www.criterion.com/films/28065-ministry-of-fear,Fritz Lang,United States,1944
1084,https://s3.amazonaws.com/criterion-production/films/729ba8bd7f066bab750d2fe963d37a77/AkLHyvTrDxSGVlvGaZdkHkuH9fSd0x_thumbnail.jpg,Mirror,https://www.criterion.com/films/28894-mirror,Andrei Tarkovsky,Russia,1975
,https://s3.amazonaws.com/criterion-production/films/0074d059af8442e00101f385c231abe2/TgMTqWh8AgVHGSJSNHKNjY1oODYw4u_thumbnail.jpg,Les misérables,https://www.criterion.com/films/879-les-mis-rables,Raymond Bernard,France,1934
432,https://s3.amazonaws.com/criterion-production/films/d7d2cc1ca3a9564093ad17f390a1472e/SD2zJgkpw48fYDV15DU2gFI98ZyTgj_thumbnail.jpg,Mishima: A Life in Four Chapters,https://www.criterion.com/films/588-mishima-a-life-in-four-chapters,Paul Schrader,United States,1985
449,https://s3.amazonaws.com/criterion-production/films/7aaed6f90996fb7acfde778d729243c7/AAb5rFrk6TBRsCkfUipjkHbarBlkZa_thumbnail.jpg,Missing,https://www.criterion.com/films/769-missing,Costa-Gavras,United States,1982
416,https://s3.amazonaws.com/criterion-production/films/493d910d7cfcce1d103f6354027d6d37/NT4wqOdozXSzODYv04w2NGpHYiqc23_thumbnail.jpg,Miss Julie,https://www.criterion.com/films/361-miss-julie,Alf Sjöberg,Sweden,1951
774,https://s3.amazonaws.com/criterion-production/films/2ffe68940a1051ef6ad60ec2b8c1f1ea/hzZ3f7lknomADbO0NVFkLvs5Yl9bnH_thumbnail.jpg,Mister Johnson,https://www.criterion.com/films/28102-mister-johnson,Bruce Beresford,United States,1990
,https://s3.amazonaws.com/criterion-production/films/6335138bdf3c4c4653641af57bab3b15/Ws8H8iabLn22gWoYOIMP4twyUeM4sj_thumbnail.jpg,The Model Couple,https://www.criterion.com/films/904-the-model-couple,William Klein,France,1977
543,https://s3.amazonaws.com/criterion-production/films/ea84da2f72396fc583c54892b92a5f10/4pVQR8QuPFQdZsErceEzrLlaCI48EL_thumbnail.jpg,Modern Times,https://www.criterion.com/films/27526-modern-times,Charles Chaplin,United States,1936
595,https://s3.amazonaws.com/criterion-production/films/b8be211db9c95b290da6ca9de447393a/3zf1EegMQAQ4OdftMWSASg8Ez9Dg3J_thumbnail.jpg,The Moment of Truth,https://www.criterion.com/films/27674-the-moment-of-truth,Francesco Rosi,Italy,1965
107,https://s3.amazonaws.com/criterion-production/films/3596a424aaf2fbfcecb1acdaefff5aa9/J2myVyWD48oCQfQa7yHRkDMHwtv9Ob_thumbnail.jpg,Mona Lisa,https://www.criterion.com/films/648-mona-lisa,Neil Jordan,United Kingdom,1986
111,https://s3.amazonaws.com/criterion-production/films/0a436dbf0865b63393c35846b989ba4c/cofkAT1oceBnZHsOyale1NmIJZ2Omj_thumbnail.jpg,Mon oncle,https://www.criterion.com/films/650-mon-oncle,Jacques Tati,France,1958
438,https://s3.amazonaws.com/criterion-production/films/c01567fcc8a39f8e154f50430cc986ce/7oJP4owWJH4wIE4qROgEus6jB0HRFb_thumbnail.jpg,Mon oncle Antoine,https://www.criterion.com/films/590-mon-oncle-antoine,Claude Jutra,Canada,1971
110,https://s3.amazonaws.com/criterion-production/films/2d61eabe4e6c3f807bf33eb2ca772c5b/Jgz5xA9nzj8AMHZkq936OqiiYrrY1Q_thumbnail.jpg,Monsieur Hulot’s Holiday,https://www.criterion.com/films/360-monsieur-hulot-s-holiday,Jacques Tati,France,1953
652,https://s3.amazonaws.com/criterion-production/films/441caaad467950ef83c88bdc1b9badcb/yL1YbMO1jXLnbQqg6oOyri2mB2kdj9_thumbnail.jpg,Monsieur Verdoux,https://www.criterion.com/films/27574-monsieur-verdoux,Charles Chaplin,United States,1947
489,https://s3.amazonaws.com/criterion-production/films/997a5a96686603b61e03b3ec22fa9681/rrHIBqqA7DOm7hMlMLX0DjRzsyETpF_thumbnail.jpg,Monsoon Wedding,https://www.criterion.com/films/2364-monsoon-wedding,Mira Nair,India,2001
364,https://s3.amazonaws.com/criterion-production/product_images/1874-1783a5b7ab030641aab494f13c026174/ahGfceaQ9idYzYJHUy4cVjH4aRnxZo_small.jpg,Monsters and Madmen,https://www.criterion.com/boxsets/434-monsters-and-madmen,,,
,https://s3.amazonaws.com/criterion-production/films/8ebace528331b3a51ceb48d056ca84c9/xc5NiKovRL5zDoOsPAKzCIDo1XEKuU_thumbnail.jpg,Monte Carlo,https://www.criterion.com/films/899-monte-carlo,Ernst Lubitsch,United States,1930
168,https://s3.amazonaws.com/criterion-production/films/1bc8a77a9b2f7a58e889e08691f79d38/Y5ncLoucjsqMLboktsAudYE5HuJ5Eo_thumbnail.jpg,Monterey Pop,https://www.criterion.com/films/720-monterey-pop,D. A. Pennebaker,United States,1968
61,https://s3.amazonaws.com/criterion-production/films/0945f776cbd0aedef40d8788f93e2a24/DmGZrExFbDqKlQvWY8x9J805tvfkCr_thumbnail.jpg,Monty Python’s Life of Brian,https://www.criterion.com/films/606-monty-python-s-life-of-brian,Terry Jones,United Kingdom,1979
921,https://s3.amazonaws.com/criterion-production/films/6362b26b7e32f7f6df2575639bb1a03f/jvFUhqQ0Pq2aKzvZpNdsaCQhK8YOjo_thumbnail.jpg,Moonrise,https://www.criterion.com/films/28550-moonrise,Frank Borzage,United States,1948
776,https://s3.amazonaws.com/criterion-production/films/e82f5960951c3554ba1381ce6b570f15/k35D2Rz0I35r52OnYZmR6mRSASGTBd_thumbnail.jpg,Moonrise Kingdom,https://www.criterion.com/films/28757-moonrise-kingdom,Wes Anderson,United States,2012
1056,https://s3.amazonaws.com/criterion-production/films/b7b640ae4949894b55998ff4983fc6e5/Et6yCL7xxsExwtRPO2aqmUHj1SnZcT_thumbnail.jpg,Moonstruck,https://www.criterion.com/films/29154-moonstruck,Norman Jewison,United States,1987
,https://s3.amazonaws.com/criterion-production/films/11b7209a396ae575363dc7d7372e2f37/5MKTR8XNkcztkUxb25zDhvQNdM9tyn_thumbnail.jpg,Morning for the Osone Family,https://www.criterion.com/films/27838-morning-for-the-osone-family,Keisuke Kinoshita,Japan,1946
931,https://s3.amazonaws.com/criterion-production/films/64453e34ec6d6cea4979fd54ea5aabda/3ubemxXLuguegSXmy2ZOFJynqpoemI_thumbnail.jpg,Morocco,https://www.criterion.com/films/28991-morocco,Josef von Sternberg,United States,1930
,https://s3.amazonaws.com/criterion-production/films/192e9b31938fde709293949e1f8dbaed/bMI9dd5UlAm2oxcALuRFqMPNoysrzR_thumbnail.jpg,The Most Beautiful,https://www.criterion.com/films/18790-the-most-beautiful,Akira Kurosawa,Japan,1944
46,https://s3.amazonaws.com/criterion-production/films/1f4199efee0716b73e643f44cffd628f/FsFD7z9JPS8zGJwwhpboY5pnNOOmIc_thumbnail.jpg,The Most Dangerous Game,https://www.criterion.com/films/584-the-most-dangerous-game,Ernest B. Schoedsack…,United States,1932
,https://s3.amazonaws.com/criterion-production/films/f9389395b2c45e76850749c3d891ffcf/mfpB0xEqSTm7MITaxo4wOvRDhfhwp2_thumbnail.jpg,Mothra vs. Godzilla,https://www.criterion.com/films/29341-mothra-vs-godzilla,Ishiro Honda,Japan,1964
363,https://s3.amazonaws.com/criterion-production/films/e88c90b3fe227b24d0eeb5d3558bfe4f/GUJXZmWIp68KHFVmnmISx8LIh9jqRl_thumbnail.jpg,Mouchette,https://www.criterion.com/films/456-mouchette,Robert Bresson,France,1967
,https://s3.amazonaws.com/criterion-production/films/7d7a1f90e727ed3ed3a484e831a1aff1/A6RNDXhKE0ae9792X8Ws0pzvNS4XFi_thumbnail.jpg,Mr. Freedom,https://www.criterion.com/films/903-mr-freedom,William Klein,France,1969
,https://s3.amazonaws.com/criterion-production/films/e62f1e61b5f52c2aaeabaeceaf58b629/BenTqN2hpuF2PKWN8v0M0BZkEMiLAM_thumbnail.jpg,Mr. Thank You,https://www.criterion.com/films/1087-mr-thank-you,Hiroshi Shimizu,Japan,1936
779,https://s3.amazonaws.com/criterion-production/films/dfdd32ea78dc954d8cef1b54e34acbf0/sCfUtouYZPKwTEfBNRMEntUVk572AT_thumbnail.jpg,Mulholland Dr.,https://www.criterion.com/films/28050-mulholland-dr,David Lynch,United States,2001
863,https://s3.amazonaws.com/criterion-production/films/c1a4df39031b06aa1eaabf7893621326/L0W81XlVrmmRSWtVwD591ji2Qy09pP_thumbnail.jpg,Multiple Maniacs,https://www.criterion.com/films/28954-multiple-maniacs,John Waters,United States,1970
824,https://s3.amazonaws.com/criterion-production/films/023f57bc8ab31d47d9f2c5f4817cdc0f/Moor4vKnDa6gTY3zttgNbtygOLbWVA_thumbnail.jpg,"Muriel, or The Time of Return",https://www.criterion.com/films/28635-muriel-or-the-time-of-return,Alain Resnais,France,1963
328,https://s3.amazonaws.com/criterion-production/films/a43b1ee7888d6cbc167f3abb0972f03c/wZlRdUxIiRcFh1eJE8P6B88htgjAQP_thumbnail.jpg,Murmur of the Heart,https://www.criterion.com/films/775-murmur-of-the-heart,Louis Malle,France,1971
,https://s3.amazonaws.com/criterion-production/films/d1f269ea435f27c15ee6e73e29069c5f/p3LQHvyeEJnChFXJsKPb0vlVKJmRqv_thumbnail.jpg,Mur Murs,https://www.criterion.com/films/28629-mur-murs,Agnès Varda,France,1981
573,https://s3.amazonaws.com/criterion-production/films/76594fe18af7f46ead9d75d5379e5d00/Byr6L7Zb6SVm5i9qyNuiwn8h6Ml6co_thumbnail.jpg,The Music Room,https://www.criterion.com/films/27657-the-music-room,Satyajit Ray,India,1958
767,https://s3.amazonaws.com/criterion-production/films/17f96f9413ad320378ac50cede624921/tLddExzFtpz7o13GYWsutsVfFGrWiq_thumbnail.jpg,My Beautiful Laundrette,https://www.criterion.com/films/28044-my-beautiful-laundrette,Stephen Frears,United Kingdom,1985
